record_id,employee_alias,department,input_text,category,source_id,score,status,reviewer_action,audit_timestamp
HR-535,EMP-636,Finance,Nothing specific,Unclear,SRC-9914,0.38,Pending,None,2026-09-03 14:33:18
HR-536,EMP-667,HR,The workplace environment is comfortable,Work Environment,SRC-7338,0.97,Pending,None,2026-08-23 01:09:18
HR-537,EMP-865,HR,Teams should communicate more clearly,Communication,SRC-4950,0.88,Pending,None,2026-09-09 02:19:18
HR-538,EMP-206,Customer Support,Pay should be reviewed regularly,Compensation,SRC-3185,0.62,Pending,None,2026-09-05 08:29:18
HR-539,EMP-446,Customer Support,Compensation should reflect responsibilities,Compensation,SRC-8840,0.84,Pending,None,2026-08-17 15:23:18
HR-540,EMP-164,Operations,The workplace environment is comfortable,Work Environment,SRC-5807,0.68,Pending,None,2026-08-20 13:58:18
HR-541,EMP-142,Finance,Hard work should be recognized,Recognition,SRC-9897,0.78,Pending,None,2026-08-13 04:05:18
HR-542,EMP-871,Operations,Managers should give more feedback,Management,SRC-6438,0.7,Pending,None,2026-08-28 06:04:18
HR-543,EMP-547,Sales,We need a better working environment,Work Environment,SRC-4060,0.79,Pending,None,2026-09-03 03:31:18
HR-544,EMP-476,Customer Support,Salary structure could be improved,Compensation,SRC-7955,0.63,Pending,None,2026-09-07 22:08:18
HR-545,EMP-942,IT,Managers should give more feedback,Management,SRC-2311,0.72,Pending,None,2026-08-24 23:01:18
HR-546,EMP-413,Sales,The office environment could be improved,Work Environment,SRC-8272,0.73,Pending,None,2026-08-13 10:21:18
HR-547,EMP-844,Customer Support,Hard work should be recognized,Recognition,SRC-5498,0.84,Pending,None,2026-08-14 02:45:18
HR-548,EMP-176,Operations,Leadership can improve employee support,Management,SRC-3621,0.96,Pending,None,2026-08-18 00:03:18
HR-549,EMP-969,Marketing,The workplace environment is comfortable,Work Environment,SRC-3068,0.63,Pending,None,2026-09-09 20:47:18
HR-550,EMP-475,Finance,Employees should be appreciated more,Recognition,SRC-3513,0.86,Pending,None,2026-08-28 09:17:18
HR-551,EMP-480,Sales,Good work should receive more recognition,Recognition,SRC-9674,0.74,Pending,None,2026-08-25 19:29:18
HR-552,EMP-765,Finance,Need better internal communication,Communication,SRC-4048,0.79,Pending,None,2026-08-29 02:47:18
HR-553,EMP-675,HR,Managers should communicate expectations clearly,Management,SRC-4515,0.98,Pending,None,2026-08-24 12:01:18
HR-554,EMP-810,Sales,The workload is too high,Workload,SRC-8406,0.67,Pending,None,2026-08-31 18:16:18
HR-555,EMP-189,Customer Support,Pay should be reviewed regularly,Compensation,SRC-6692,0.87,Pending,None,2026-09-05 12:50:18
HR-556,EMP-655,Finance,Employees need better compensation,Compensation,SRC-3852,0.9,Pending,None,2026-09-03 15:47:18
HR-557,EMP-329,HR,Employees need better compensation,Compensation,SRC-4878,0.9,Pending,None,2026-08-12 16:48:18
HR-558,EMP-469,Marketing,The work environment needs improvement,Work Environment,SRC-3126,0.83,Pending,None,2026-08-15 10:16:18
HR-559,EMP-167,Finance,There should be clearer promotion opportunities,Career Growth,SRC-9612,0.76,Pending,None,2026-08-30 03:18:18
HR-560,EMP-943,Marketing,I don't know,Unclear,SRC-2215,0.36,Pending,None,2026-09-04 01:11:18
HR-561,EMP-452,IT,Benefits could be improved,Compensation,SRC-3981,0.89,Pending,None,2026-08-17 09:02:18
HR-562,EMP-543,Marketing,Need better internal communication,Communication,SRC-9488,0.66,Pending,None,2026-08-18 23:56:18
HR-563,EMP-265,Finance,Work pressure is increasing,Workload,SRC-9501,0.94,Pending,None,2026-08-15 02:14:18
HR-564,EMP-356,IT,We need better employee appreciation,Recognition,SRC-3050,0.84,Pending,None,2026-09-08 11:13:18
HR-565,EMP-646,HR,Some employees have too much work,Workload,SRC-3526,0.67,Pending,None,2026-09-08 22:11:18
HR-566,EMP-837,Marketing,Employees should be appreciated more,Recognition,SRC-1464,0.63,Pending,None,2026-09-09 16:44:18
HR-567,EMP-889,Marketing,Some employees have too much work,Workload,SRC-7825,0.83,Pending,None,2026-08-12 21:10:18
HR-568,EMP-609,Operations,We need more learning programs,Career Growth,SRC-8912,0.69,Pending,None,2026-08-29 23:39:18
HR-569,EMP-404,Sales,Things could be better,Unclear,SRC-3589,0.35,Pending,None,2026-09-02 13:01:18
HR-570,EMP-575,IT,Work pressure is increasing,Workload,SRC-6231,0.88,Pending,None,2026-08-27 05:20:18
HR-571,EMP-508,IT,Employees deserve more recognition,Recognition,SRC-2739,0.72,Pending,None,2026-09-01 17:36:18
HR-572,EMP-225,Finance,The workload is too high,Workload,SRC-1829,0.71,Pending,None,2026-08-28 23:41:18
HR-573,EMP-984,Marketing,Employees need better compensation,Compensation,SRC-6364,0.95,Pending,None,2026-08-25 17:40:18
HR-574,EMP-294,Customer Support,Hard work should be recognized,Recognition,SRC-9171,0.93,Pending,None,2026-09-03 03:21:18
HR-575,EMP-123,HR,Hard work should be recognized,Recognition,SRC-4944,0.68,Pending,None,2026-08-27 13:33:18
HR-576,EMP-149,HR,Hard work should be recognized,Recognition,SRC-5681,0.8,Pending,None,2026-08-16 09:30:18
HR-577,EMP-541,IT,We need more learning programs,Career Growth,SRC-7606,0.74,Pending,None,2026-08-29 17:38:18
HR-578,EMP-152,Marketing,Leadership can improve employee support,Management,SRC-5728,0.63,Pending,None,2026-09-03 10:52:18
HR-579,EMP-561,Customer Support,Benefits could be improved,Compensation,SRC-2946,0.65,Pending,None,2026-08-15 21:42:18
HR-580,EMP-503,Finance,Leadership can improve employee support,Management,SRC-6990,0.89,Pending,None,2026-08-20 13:31:18
HR-581,EMP-716,Marketing,Need better internal communication,Communication,SRC-1637,0.65,Pending,None,2026-08-26 15:52:18
HR-582,EMP-923,Sales,Some employees have too much work,Workload,SRC-9446,0.65,Pending,None,2026-09-08 09:44:18
HR-583,EMP-426,IT,We need better employee appreciation,Recognition,SRC-6511,0.79,Pending,None,2026-09-03 16:50:18
HR-584,EMP-645,Sales,Managers should communicate expectations clearly,Management,SRC-1272,0.74,Pending,None,2026-08-16 11:49:18
HR-585,EMP-526,Marketing,More training opportunities are needed,Career Growth,SRC-8775,0.7,Pending,None,2026-09-10 08:10:18
HR-586,EMP-901,Customer Support,The workload is too high,Workload,SRC-8871,0.66,Pending,None,2026-09-09 03:09:18
HR-587,EMP-838,Marketing,The office environment could be improved,Work Environment,SRC-4968,0.61,Pending,None,2026-08-16 12:08:18
HR-588,EMP-295,HR,The office environment could be improved,Work Environment,SRC-7765,0.86,Pending,None,2026-08-30 04:20:18
HR-589,EMP-613,Customer Support,The workplace environment is comfortable,Work Environment,SRC-3262,0.8,Pending,None,2026-09-06 00:44:18
HR-590,EMP-432,Operations,We need a better working environment,Work Environment,SRC-3837,0.77,Pending,None,2026-09-04 18:25:18
HR-591,EMP-450,Marketing,Pay should be reviewed regularly,Compensation,SRC-8932,0.67,Pending,None,2026-08-22 17:21:18
HR-592,EMP-385,Marketing,We need better support from managers,Management,SRC-4396,0.86,Pending,None,2026-09-02 18:13:18
HR-593,EMP-424,Sales,Pay should be reviewed regularly,Compensation,SRC-5715,0.65,Pending,None,2026-09-05 05:24:18
HR-594,EMP-488,Sales,Employees need better compensation,Compensation,SRC-5758,0.62,Pending,None,2026-08-15 02:25:18
HR-595,EMP-454,Sales,There should be clearer promotion opportunities,Career Growth,SRC-4505,0.68,Pending,None,2026-09-05 00:22:18
HR-596,EMP-377,Marketing,The workload is too high,Workload,SRC-4920,0.69,Pending,None,2026-09-04 16:08:18
HR-597,EMP-331,Operations,There should be better communication between departments,Communication,SRC-6411,0.87,Pending,None,2026-08-16 01:55:18
HR-598,EMP-797,Customer Support,Manager,Unclear,SRC-3587,0.34,Pending,None,2026-09-02 03:41:18
HR-599,EMP-588,Operations,We need better support from managers,Management,SRC-5676,0.85,Pending,None,2026-08-15 13:48:18
HR-600,EMP-767,Marketing,More training opportunities are needed,Career Growth,SRC-3868,0.76,Pending,None,2026-08-19 12:06:18
HR-601,EMP-137,Customer Support,The office environment could be improved,Work Environment,SRC-5742,0.93,Pending,None,2026-08-11 22:13:18
HR-602,EMP-405,Marketing,We need better support from managers,Management,SRC-8444,0.98,Pending,None,2026-09-05 05:31:18
HR-603,EMP-636,Sales,Some employees have too much work,Workload,SRC-8668,0.7,Pending,None,2026-08-16 15:08:18
HR-604,EMP-438,IT,We need more learning programs,Career Growth,SRC-4050,0.61,Pending,None,2026-08-26 20:18:18
HR-605,EMP-909,Finance,Employees need better compensation,Compensation,SRC-3875,0.83,Pending,None,2026-09-09 13:45:18
HR-606,EMP-515,Customer Support,Managers should give more feedback,Management,SRC-7567,0.85,Pending,None,2026-08-19 21:55:18
HR-607,EMP-243,Sales,The workload is too high,Workload,SRC-5272,0.75,Pending,None,2026-08-31 20:03:18
HR-608,EMP-871,Finance,Leadership can improve employee support,Management,SRC-1187,0.7,Pending,None,2026-08-27 20:49:18
HR-609,EMP-809,IT,Not sure about this,Unclear,SRC-8625,0.31,Pending,None,2026-08-29 22:55:18
HR-610,EMP-802,Marketing,We need more learning programs,Career Growth,SRC-2923,0.84,Pending,None,2026-08-24 22:21:18
HR-611,EMP-476,Marketing,We need better workload distribution,Workload,SRC-3509,0.77,Pending,None,2026-09-08 01:43:18
HR-612,EMP-482,Sales,The work environment needs improvement,Work Environment,SRC-4578,0.89,Pending,None,2026-09-07 14:53:18
HR-613,EMP-994,Customer Support,There are some issues,Unclear,SRC-9653,0.45,Pending,None,2026-08-15 01:24:18
HR-614,EMP-677,HR,Nothing specific,Unclear,SRC-9281,0.27,Pending,None,2026-09-04 22:16:18
HR-615,EMP-253,IT,Hard work should be recognized,Recognition,SRC-2904,0.86,Pending,None,2026-09-07 01:03:18
HR-616,EMP-600,HR,The workplace environment is comfortable,Work Environment,SRC-8429,0.65,Pending,None,2026-08-30 09:51:18
HR-617,EMP-567,Marketing,There are some issues,Unclear,SRC-6049,0.45,Pending,None,2026-08-29 12:34:18
HR-618,EMP-360,Customer Support,It is okay,Unclear,SRC-2196,0.22,Pending,None,2026-08-27 04:25:18
HR-619,EMP-817,HR,Need better internal communication,Communication,SRC-8734,0.61,Pending,None,2026-08-30 02:41:18
HR-620,EMP-284,Customer Support,Better,Unclear,SRC-7887,0.33,Pending,None,2026-08-28 21:52:18
HR-621,EMP-559,Customer Support,The workplace facilities are good,Work Environment,SRC-2314,0.86,Pending,None,2026-09-05 01:09:18
HR-622,EMP-236,Operations,Important information is not shared on time,Communication,SRC-9802,0.75,Pending,None,2026-08-17 07:11:18
HR-623,EMP-845,IT,Salary structure could be improved,Compensation,SRC-5888,0.78,Pending,None,2026-09-05 06:46:18
HR-624,EMP-534,Marketing,Too many tasks are assigned at once,Workload,SRC-8546,0.73,Pending,None,2026-08-24 01:10:18
HR-625,EMP-293,Operations,There should be better communication between departments,Communication,SRC-1256,0.69,Pending,None,2026-08-14 13:35:18
HR-626,EMP-203,Marketing,Things could be better,Unclear,SRC-5009,0.46,Pending,None,2026-08-29 19:28:18
HR-627,EMP-549,IT,Salary structure could be improved,Compensation,SRC-3295,0.79,Pending,None,2026-08-24 16:03:18
HR-628,EMP-339,Customer Support,We need better employee appreciation,Recognition,SRC-6253,0.69,Pending,None,2026-08-18 00:34:18
HR-629,EMP-776,Marketing,We need better support from managers,Management,SRC-1998,0.81,Pending,None,2026-09-07 10:21:18
HR-630,EMP-852,IT,The work environment needs improvement,Work Environment,SRC-9120,0.62,Pending,None,2026-08-27 04:17:18
HR-631,EMP-758,Operations,We need better employee appreciation,Recognition,SRC-7821,0.76,Pending,None,2026-08-25 03:39:18
HR-632,EMP-485,IT,The office environment could be improved,Work Environment,SRC-4692,0.71,Pending,None,2026-08-18 01:46:18
HR-633,EMP-925,Sales,Hard work should be recognized,Recognition,SRC-7824,0.81,Pending,None,2026-08-17 14:33:18
HR-634,EMP-497,IT,Managers should give more feedback,Management,SRC-8369,0.92,Pending,None,2026-08-15 17:05:18
HR-635,EMP-648,Operations,Teams should communicate more clearly,Communication,SRC-7179,0.86,Pending,None,2026-09-07 22:39:18
HR-636,EMP-140,Customer Support,Nothing specific,Unclear,SRC-4555,0.37,Pending,None,2026-08-26 15:47:18
HR-637,EMP-410,HR,The workload is too high,Workload,SRC-8846,0.95,Pending,None,2026-09-08 00:16:18
HR-638,EMP-820,IT,Some employees have too much work,Workload,SRC-6269,0.89,Pending,None,2026-08-28 19:53:18
HR-639,EMP-577,Marketing,We need better support from managers,Management,SRC-6892,0.79,Pending,None,2026-09-03 03:15:18
HR-640,EMP-577,HR,There should be clearer promotion opportunities,Career Growth,SRC-6246,0.95,Pending,None,2026-08-28 09:00:18
HR-641,EMP-420,Sales,It is okay,Unclear,SRC-3390,0.21,Pending,None,2026-09-05 16:27:18
HR-642,EMP-698,Marketing,Management should listen to employees,Management,SRC-4214,0.73,Pending,None,2026-08-28 18:59:18
HR-643,EMP-683,Customer Support,We need better employee appreciation,Recognition,SRC-5216,0.89,Pending,None,2026-09-02 17:48:18
HR-644,EMP-840,Operations,The office environment could be improved,Work Environment,SRC-6770,0.66,Pending,None,2026-09-05 09:04:18
HR-645,EMP-600,IT,Employees should be appreciated more,Recognition,SRC-9584,0.61,Pending,None,2026-08-14 21:17:18
HR-646,EMP-937,Operations,Things could be better,Unclear,SRC-7756,0.25,Pending,None,2026-09-09 04:59:18
HR-647,EMP-336,HR,Important information is not shared on time,Communication,SRC-9285,0.77,Pending,None,2026-08-14 06:07:18
HR-648,EMP-732,Operations,Hard work should be recognized,Recognition,SRC-8993,0.61,Pending,None,2026-09-04 17:25:18
HR-649,EMP-664,Sales,Nothing specific,Unclear,SRC-5501,0.39,Pending,None,2026-08-24 13:14:18
HR-650,EMP-117,Marketing,There should be clearer promotion opportunities,Career Growth,SRC-3937,0.64,Pending,None,2026-08-15 21:18:18
HR-651,EMP-636,IT,Employees deserve more recognition,Recognition,SRC-5135,0.91,Pending,None,2026-08-23 16:05:18
HR-652,EMP-914,Sales,No clear opinion,Unclear,SRC-8520,0.4,Pending,None,2026-08-21 18:47:18
HR-653,EMP-407,Operations,Need better internal communication,Communication,SRC-2531,0.75,Pending,None,2026-08-28 16:04:18
HR-654,EMP-665,Sales,Things could be better,Unclear,SRC-3807,0.23,Pending,None,2026-08-31 06:02:18
HR-655,EMP-760,Customer Support,Salary structure could be improved,Compensation,SRC-9653,0.95,Pending,None,2026-08-21 23:03:18
HR-656,EMP-316,Customer Support,Hard work should be recognized,Recognition,SRC-5441,0.62,Pending,None,2026-08-14 21:18:18
HR-657,EMP-800,Finance,Employees should be appreciated more,Recognition,SRC-3938,0.95,Pending,None,2026-08-25 19:36:18
HR-658,EMP-116,IT,Compensation should reflect responsibilities,Compensation,SRC-2260,0.71,Pending,None,2026-09-06 04:05:18
HR-659,EMP-346,Marketing,The work environment needs improvement,Work Environment,SRC-6435,0.75,Pending,None,2026-08-17 20:57:18
HR-660,EMP-909,Operations,We need better employee appreciation,Recognition,SRC-1879,0.64,Pending,None,2026-08-22 01:39:18
HR-661,EMP-958,HR,Benefits could be improved,Compensation,SRC-7499,0.97,Pending,None,2026-08-26 08:35:18
HR-662,EMP-130,Operations,The workplace facilities are good,Work Environment,SRC-4737,0.74,Pending,None,2026-08-28 14:09:18
HR-663,EMP-542,IT,There should be clearer promotion opportunities,Career Growth,SRC-2404,0.89,Pending,None,2026-08-24 22:43:18
HR-664,EMP-917,IT,Teams should communicate more clearly,Communication,SRC-3526,0.74,Pending,None,2026-09-09 08:29:18
HR-665,EMP-257,Operations,Managers should give more feedback,Management,SRC-2499,0.6,Pending,None,2026-08-25 12:48:18
HR-666,EMP-555,Finance,Important information is not shared on time,Communication,SRC-2430,0.67,Pending,None,2026-08-31 22:21:18
HR-667,EMP-670,Marketing,Need better internal communication,Communication,SRC-2468,0.73,Pending,None,2026-08-15 17:45:18
HR-668,EMP-711,Marketing,Compensation should reflect responsibilities,Compensation,SRC-1202,0.71,Pending,None,2026-08-29 03:40:18
HR-669,EMP-897,HR,Good work should receive more recognition,Recognition,SRC-9537,0.66,Pending,None,2026-08-28 19:57:18
HR-670,EMP-273,IT,Managers should communicate expectations clearly,Management,SRC-3390,0.62,Pending,None,2026-08-31 06:52:18
HR-671,EMP-382,Sales,Salary structure could be improved,Compensation,SRC-6916,0.7,Pending,None,2026-08-22 17:26:18
HR-672,EMP-838,Operations,Good work should receive more recognition,Recognition,SRC-8501,0.64,Pending,None,2026-08-25 08:52:18
HR-673,EMP-106,Sales,Hard work should be recognized,Recognition,SRC-6399,0.77,Pending,None,2026-08-31 02:26:18
HR-674,EMP-935,Customer Support,Good work should receive more recognition,Recognition,SRC-5922,0.72,Pending,None,2026-08-20 15:29:18
HR-675,EMP-590,Finance,We need a better working environment,Work Environment,SRC-5775,0.88,Pending,None,2026-09-09 07:23:18
HR-676,EMP-602,Marketing,Managers should communicate expectations clearly,Management,SRC-5592,0.91,Pending,None,2026-08-29 09:17:18
HR-677,EMP-473,HR,Some employees have too much work,Workload,SRC-9939,0.67,Pending,None,2026-09-05 12:57:18
HR-678,EMP-127,Operations,Employees need better career growth opportunities,Career Growth,SRC-8183,0.9,Pending,None,2026-08-14 15:38:18
HR-679,EMP-938,Customer Support,The workplace facilities are good,Work Environment,SRC-3280,0.84,Pending,None,2026-08-22 12:27:18
HR-680,EMP-358,Operations,The workplace facilities are good,Work Environment,SRC-2211,0.77,Pending,None,2026-09-07 17:12:18
HR-681,EMP-590,Marketing,Hard work should be recognized,Recognition,SRC-9907,0.61,Pending,None,2026-08-27 20:48:18
HR-682,EMP-818,Customer Support,More training opportunities are needed,Career Growth,SRC-2791,0.89,Pending,None,2026-09-10 10:22:18
HR-683,EMP-780,Finance,Employees should be appreciated more,Recognition,SRC-7547,0.97,Pending,None,2026-08-26 14:17:18
HR-684,EMP-915,Sales,,Unclear,SRC-5239,0.28,Pending,None,2026-09-04 02:45:18
HR-685,EMP-671,Marketing,We need better workload distribution,Workload,SRC-7129,0.75,Pending,None,2026-09-07 06:59:18
HR-686,EMP-807,Marketing,There should be better communication between departments,Communication,SRC-2712,0.71,Pending,None,2026-08-15 09:52:18
HR-687,EMP-218,Customer Support,Work pressure is increasing,Workload,SRC-6110,0.73,Pending,None,2026-08-20 22:03:18
HR-688,EMP-633,Sales,There should be better communication between departments,Communication,SRC-8412,0.72,Pending,None,2026-08-25 04:04:18
HR-689,EMP-145,Customer Support,Teams should communicate more clearly,Communication,SRC-2791,0.86,Pending,None,2026-08-18 23:37:18
HR-690,EMP-858,IT,Good work should receive more recognition,Recognition,SRC-6422,0.81,Pending,None,2026-09-01 12:47:18
HR-691,EMP-337,Customer Support,Too many tasks are assigned at once,Workload,SRC-8080,0.75,Pending,None,2026-09-08 10:52:18
HR-692,EMP-302,Sales,The workplace environment is comfortable,Work Environment,SRC-4519,0.68,Pending,None,2026-08-14 08:26:18
HR-693,EMP-691,HR,Good work should receive more recognition,Recognition,SRC-6993,0.72,Pending,None,2026-09-01 07:52:18
HR-694,EMP-216,Finance,The work environment needs improvement,Work Environment,SRC-6134,0.83,Pending,None,2026-09-08 07:48:18
HR-695,EMP-501,Marketing,Communication...,Unclear,SRC-8501,0.42,Pending,None,2026-08-25 00:59:18
HR-696,EMP-729,Marketing,Maybe some changes are needed,Unclear,SRC-6131,0.24,Pending,None,2026-08-25 09:39:18
HR-697,EMP-219,IT,Some employees have too much work,Workload,SRC-7364,0.76,Pending,None,2026-08-17 18:41:18
HR-698,EMP-688,Sales,The work environment needs improvement,Work Environment,SRC-3838,0.81,Pending,None,2026-09-02 18:55:18
HR-699,EMP-395,IT,Compensation should reflect responsibilities,Compensation,SRC-1878,0.93,Pending,None,2026-08-11 22:34:18
HR-700,EMP-596,IT,The work environment needs improvement,Work Environment,SRC-9281,0.85,Pending,None,2026-08-30 02:59:18
HR-701,EMP-801,Sales,Compensation should reflect responsibilities,Compensation,SRC-9006,0.66,Pending,None,2026-09-06 05:39:18
HR-702,EMP-131,Customer Support,Managers should give more feedback,Management,SRC-5503,0.69,Pending,None,2026-08-24 15:24:18
HR-703,EMP-272,Customer Support,There should be clearer promotion opportunities,Career Growth,SRC-9369,0.64,Pending,None,2026-08-16 16:50:18
HR-704,EMP-374,Customer Support,Leadership can improve employee support,Management,SRC-1681,0.89,Pending,None,2026-08-31 14:11:18
HR-705,EMP-659,IT,Important information is not shared on time,Communication,SRC-5877,0.93,Pending,None,2026-08-12 23:18:18
HR-706,EMP-560,Finance,Salary structure could be improved,Compensation,SRC-8193,0.93,Pending,None,2026-08-16 20:19:18
HR-707,EMP-894,Customer Support,Benefits could be improved,Compensation,SRC-6744,0.93,Pending,None,2026-09-08 06:40:18
HR-708,EMP-747,Sales,Too many tasks are assigned at once,Workload,SRC-4390,0.91,Pending,None,2026-09-06 10:46:18
HR-709,EMP-459,Marketing,Good work should receive more recognition,Recognition,SRC-6302,0.97,Pending,None,2026-08-24 19:44:18
HR-710,EMP-396,Marketing,Benefits could be improved,Compensation,SRC-2560,0.65,Pending,None,2026-08-30 05:40:18
HR-711,EMP-160,Finance,Too many tasks are assigned at once,Workload,SRC-5090,0.66,Pending,None,2026-08-26 03:54:18
HR-712,EMP-948,IT,There should be clearer promotion opportunities,Career Growth,SRC-9019,0.65,Pending,None,2026-09-09 06:51:18
HR-713,EMP-375,Operations,The workplace environment is comfortable,Work Environment,SRC-2525,0.75,Pending,None,2026-08-24 03:59:18
HR-714,EMP-811,Finance,We need a better working environment,Work Environment,SRC-1040,0.93,Pending,None,2026-08-15 17:50:18
HR-715,EMP-848,Sales,We need more learning programs,Career Growth,SRC-2037,0.9,Pending,None,2026-08-29 14:30:18
HR-716,EMP-323,Sales,We need a better working environment,Work Environment,SRC-6289,0.91,Pending,None,2026-08-26 21:01:18
HR-717,EMP-660,Marketing,Not good,Unclear,SRC-8951,0.48,Pending,None,2026-08-13 16:58:18
HR-718,EMP-147,HR,Compensation should reflect responsibilities,Compensation,SRC-1266,0.65,Pending,None,2026-08-18 16:39:18
HR-719,EMP-551,Sales,No clear opinion,Unclear,SRC-4314,0.55,Pending,None,2026-08-17 12:11:18
HR-720,EMP-765,Finance,Managers should give more feedback,Management,SRC-6905,0.7,Pending,None,2026-08-28 10:15:18
HR-721,EMP-780,Operations,We need a better working environment,Work Environment,SRC-4836,0.76,Pending,None,2026-08-15 15:42:18
HR-722,EMP-820,HR,There are some issues,Unclear,SRC-2276,0.25,Pending,None,2026-08-21 19:09:18
HR-723,EMP-631,Operations,Teams should communicate more clearly,Communication,SRC-2975,0.98,Pending,None,2026-08-30 17:22:18
HR-724,EMP-810,IT,We need better workload distribution,Workload,SRC-2463,0.88,Pending,None,2026-08-16 03:58:18
HR-725,EMP-205,Finance,Management should listen to employees,Management,SRC-7270,0.89,Pending,None,2026-08-17 13:31:18
HR-726,EMP-756,Operations,Manager,Unclear,SRC-1138,0.41,Pending,None,2026-08-18 23:21:18
HR-727,EMP-550,Finance,Employees need better career growth opportunities,Career Growth,SRC-7745,0.83,Pending,None,2026-08-31 15:18:18
HR-728,EMP-980,IT,Not sure about this,Unclear,SRC-3293,0.46,Pending,None,2026-09-07 08:04:18
HR-729,EMP-847,Sales,We need a better working environment,Work Environment,SRC-3290,0.69,Pending,None,2026-09-09 20:11:18
HR-730,EMP-186,IT,Employees deserve more recognition,Recognition,SRC-5668,0.9,Pending,None,2026-08-12 17:23:18
HR-731,EMP-968,Customer Support,Management should listen to employees,Management,SRC-9482,0.83,Pending,None,2026-08-20 02:09:18
HR-732,EMP-865,Sales,Important information is not shared on time,Communication,SRC-9108,0.75,Pending,None,2026-08-22 11:25:18
HR-733,EMP-611,Operations,Employees should be appreciated more,Recognition,SRC-6916,0.95,Pending,None,2026-08-17 12:15:18
HR-734,EMP-496,Customer Support,We need a better working environment,Work Environment,SRC-9951,0.86,Pending,None,2026-09-01 22:34:18
HR-735,EMP-888,HR,Not sure about this,Unclear,SRC-1225,0.29,Pending,None,2026-08-13 07:36:18
HR-736,EMP-161,Customer Support,Leadership can improve employee support,Management,SRC-7806,0.76,Pending,None,2026-08-29 19:29:18
HR-737,EMP-184,Operations,Good work should receive more recognition,Recognition,SRC-5546,0.63,Pending,None,2026-08-15 02:24:18
HR-738,EMP-623,IT,Some employees have too much work,Workload,SRC-6353,0.75,Pending,None,2026-09-09 08:55:18
HR-739,EMP-881,Customer Support,More training opportunities are needed,Career Growth,SRC-6081,0.87,Pending,None,2026-08-22 08:45:18
HR-740,EMP-159,IT,No clear opinion,Unclear,SRC-2900,0.36,Pending,None,2026-09-08 05:06:18
HR-741,EMP-156,Finance,Employees need better career growth opportunities,Career Growth,SRC-2956,0.6,Pending,None,2026-08-17 17:58:18
HR-742,EMP-818,HR,Leadership can improve employee support,Management,SRC-9474,0.9,Pending,None,2026-08-23 07:16:18
HR-743,EMP-270,Finance,Not good,Unclear,SRC-5403,0.46,Pending,None,2026-08-16 21:02:18
HR-744,EMP-889,HR,We need a better working environment,Work Environment,SRC-9582,0.62,Pending,None,2026-09-06 17:57:18
HR-745,EMP-742,HR,We need better employee appreciation,Recognition,SRC-1908,0.79,Pending,None,2026-09-06 07:17:18
HR-746,EMP-270,Finance,Salary structure could be improved,Compensation,SRC-2889,0.69,Pending,None,2026-09-03 15:52:18
HR-747,EMP-102,HR,Important information is not shared on time,Communication,SRC-1753,0.78,Pending,None,2026-08-28 22:24:18
HR-748,EMP-253,IT,Salary structure could be improved,Compensation,SRC-7870,0.69,Pending,None,2026-08-22 19:16:18
HR-749,EMP-526,Operations,Salary structure could be improved,Compensation,SRC-7108,0.65,Pending,None,2026-08-13 21:37:18
HR-750,EMP-283,IT,There should be better communication between departments,Communication,SRC-2129,0.93,Pending,None,2026-08-24 08:27:18
HR-751,EMP-892,Customer Support,We need regular team updates,Communication,SRC-8483,0.6,Pending,None,2026-08-20 15:17:18
HR-752,EMP-398,Marketing,More professional development would help,Career Growth,SRC-4974,0.78,Pending,None,2026-09-07 10:23:18
HR-753,EMP-605,Customer Support,More professional development would help,Career Growth,SRC-5016,0.66,Pending,None,2026-08-30 03:58:18
HR-754,EMP-124,IT,More training opportunities are needed,Career Growth,SRC-6488,0.6,Pending,None,2026-09-10 10:03:18
HR-755,EMP-485,Customer Support,Managers should give more feedback,Management,SRC-4361,0.8,Pending,None,2026-08-22 08:14:18
HR-756,EMP-529,Sales,Work pressure is increasing,Workload,SRC-2524,0.62,Pending,None,2026-08-22 00:55:18
HR-757,EMP-965,Marketing,Managers should communicate expectations clearly,Management,SRC-2391,0.82,Pending,None,2026-09-03 12:09:18
HR-758,EMP-236,Operations,We need regular team updates,Communication,SRC-2020,0.77,Pending,None,2026-08-17 10:52:18
HR-759,EMP-342,Finance,Managers should communicate expectations clearly,Management,SRC-6345,0.72,Pending,None,2026-08-23 21:08:18
HR-760,EMP-339,HR,Some employees have too much work,Workload,SRC-2785,0.66,Pending,None,2026-08-18 23:38:18
HR-761,EMP-560,Sales,We need regular team updates,Communication,SRC-6870,0.97,Pending,None,2026-08-20 22:53:18
HR-762,EMP-562,Finance,Salary structure could be improved,Compensation,SRC-2481,0.66,Pending,None,2026-08-25 08:23:18
HR-763,EMP-946,Operations,Important information is not shared on time,Communication,SRC-6370,0.66,Pending,None,2026-08-22 19:13:18
HR-764,EMP-464,Sales,We need more learning programs,Career Growth,SRC-5262,0.91,Pending,None,2026-08-19 10:00:18
HR-765,EMP-131,Sales,Employees deserve more recognition,Recognition,SRC-5093,0.64,Pending,None,2026-08-16 03:24:18
HR-766,EMP-923,Customer Support,,Unclear,SRC-2010,0.49,Pending,None,2026-08-21 14:53:18
HR-767,EMP-233,IT,Managers should give more feedback,Management,SRC-5240,0.95,Pending,None,2026-08-14 22:00:18
